realprice,neighbourhood,actualyearbuilt,zoning,lotsize,garagebinary,distance,structuresize,distancelrtopen,distancelrtvalleylinese,distancelrtvalleylinewest,apartment,theftcrime,personcrime
102768.16,ALBANY,2013,RA7,55.916,0,10.29209660720603,57.5,7.807212084075377,10.40926526833067,9.268517593493844,1,0.010701546,0.0
283737.03,ALBANY,2012,RSL,398.30301,1,10.20486203752615,206.7,7.724439538850829,10.34608508347982,9.360290189986396,0,0.010701546,0.0
326989.63,ALBANY,2013,RSL,398.57199,1,10.50476216172972,244.1,8.020064575240648,10.62947471018712,9.52805735752248,0,0.010701546,0.0
369896.19,ALBANY,2013,RSL,445.78299,1,10.19771627278944,280.7,7.716767426306891,10.33767169647688,9.344021615498557,0,0.010701546,0.0
399653.97,ALBANY,2013,RSL,446.91699,1,10.41180262067341,280.3,7.926908780932654,10.52906420173111,9.384574761112892,0,0.010701546,0.0
448096.88,ALBANY,2015,RSL,418.01099,1,10.46339752598008,313.0,7.978974651405986,10.57562481183149,9.398265837144349,0,0.010701546,0.0
5882.353,ALBANY,2013,RA7,10.94,0,10.29209660720603,15.9,7.807212084075377,10.40926526833067,9.268517593493844,0,0.010701546,0.0
334948.09,ALBANY,2013,RSL,369.96399,1,10.47564294277102,256.1,7.99105918357253,10.60141672132272,9.50767315094339,0,0.010701546,0.0
192041.52,ALBANY,2012,RA7,226.959,1,10.41571826198412,164.7,7.932160584594342,10.52334002881458,9.319449391263992,1,0.010701546,0.0
338408.31,ALBANY,2015,RSL,445.39099,1,10.12581726759337,240.6,7.643249611506423,10.26124849179359,9.241463714720718,0,0.010701546,0.0
236332.19,ALBERTA AVENUE,1992,RF3,367.78699,1,2.554362912749812,142.12,1.3414261633078,2.663943530700581,2.860086144888215,0,0.1077951,0.052561246
222491.34,ALBERTA AVENUE,1977,RF3,367.74701,1,2.41189253568509,217.72,1.035361579423405,2.475218744861497,2.815689657531939,0,0.1077951,0.052561246
145674.73,ALBERTA AVENUE,1915,RF3,367.80499,0,2.170130788720171,126.06,0.9852094692460328,2.352680445200225,2.365458410365707,0,0.1077951,0.052561246
186505.19,ALBERTA AVENUE,1913,RF3,367.77399,1,1.827323118398646,205.11,0.8828732095234844,1.996893725906306,2.098616210893054,0,0.1077951,0.052561246
